"reference_area","measure","unit_of_measure","sex","age","labour_force_status","work_period","hours_type","worker_status","working_time_arrangement","aggregation_operation","hour_bands","job_coverage","time_period","obs_value","observation_status","unit_multiplier"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1687,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1689,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1681,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1680,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1672,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1670,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1660,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1662,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1654,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1651,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1613,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1622,"Normal value","Units"
"Australia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1628,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1995,1653,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1996,1683,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1997,1691,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1998,1671,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1675,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1675,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1663,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1661,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1652,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1655,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1632,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1617,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1606,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1599,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1558,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1552,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1557,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1535,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1520,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1510,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1495,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1507,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1498,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1502,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1510,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1400,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1437,"Normal value","Units"
"Austria","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1435,"Normal value","Units"
